Name,Membership,Category,Description,Address,Phone
 PT  Induk Karya,Tidak Ada,Peralatan Tambang (596),"  Profil Perusahaan  PT.Induk Karya adalah salah satu perusahaan distributor untuk spare part hydraulic hose,industrial hose 
,dan fitting.Untuk menjadi parther bisnis yang dapat memenuhi seluruh kebutuhan pelanggan,PT.Induk 
Karya juga menawarkan layanan pendukung lainya yang mencakup penyediaan suku cadang seperti:
Aeroquip( Hydraulic Hoses and Fittings ),Alfagomma (Industrial Hoses and Hydraulic Hoses )
Bridgestone,Manuli ( Hydraulic Hoses ), Goodyear,Phoenix ( Industrial Hoses ),Tokyoflex ( Flexible Metal
Hoses ),Swagelok ( Tube Fittings,Pipe Fittings ),Winner ,Eaton ( Adaptor and Fittings ),
SMC ( Pneumatic and Hydraulic part ),Pfister,Kitz ( Ball Valve ), ASHCROFT,Wika ( Pressure Gauge ),
Nitto ( Quick Connect Couplings ),OPN,OPW ( Fuel Gun ), ","JL.Raya sunter kemayoran No.8, Jakarta Utara, DKI Jakarta, Indonesia",
 CV SURYA TEKNIK,Tidak Ada,Peralatan Tambang (596),"  Profil Perusahaan  CV SURYA TEKNIK adalah perusahaan yang bergerak dibidang fabrikasi mesin. CV SURYA TEKNIK yang berlokasi di Surabaya, menjual dan memproduksi berbagai Mesin Paving Block hidrolis,  Mesin Pemecah Batu,  Mesin Mixer,  Mesin Bata Interlock. ","Jln. Bulak Setro Utara VI no. 2, Surabaya, Jawa Timur, Indonesia",
 CV Indo Solution,Tidak Ada,Peralatan Tambang (596),"  Profil Perusahaan  CV.Indo Solution 
Menjual Alat Berat:
WHEEL LOADER 
CONCRETE PUMP
TRUCK CRANE
CRAWLER CRANE
MOBILE CRANE
BULLDOZER
EXCAVATOR
VIBRO
FORKLIFTMENYEWAKAN Alat Berat:
WHEEL LOADER 
CONCRETE PUMP
TRUCK CRANE
CRAWLER CRANE
MOBILE CRANE
BULLDOZER
EXCAVATOR
VIBRO
FORKLIFTMenjual SPAREPART/SUKUCADANG ALAT BERAT:
WHEEL LOADER 
CONCRETE PUMP
TRUCK CRANE
CRAWLER CRANE
MOBILE CRANE
BULLDOZER
EXCAVATOR
VIBRO
FORKLIFT ","Grogogan RT.001 RW.000Tamanan,Banguntapan,Bantul, Bantul, Yogyakarta, Indonesia",
 PT  Bukaka Teknik Utama,Tidak Ada,Peralatan Tambang (596),"  Profil Perusahaan  Pt. Bukaka Teknik Utama Unit Usaha Road Construction Equipment Adalah Perusahaan Yang Bergerak Di Bidang Pengadaan Peralatan Jalan Seperti Asphalt Mixing Plant, Asphalt Patch Mixer, Asphalt Sprayer, Road Roller Dan Stone Crusher, Vibratory Roller, Road Maintenance Truck, Dll. Perusahaan Ini Didirikan Pada Tahun 1978 Menempati Kawasan Seluas 50 Ha Yang Berlokasi Di Jalan Raya Bekasi Cibinong Km. 19, 5 Cileungsi, Bogor, Jawa Barat.Pt. Bukaka Teknik Utama Unit Usaha Road Construction Equipment Mempunyai Kapasitas Produksi 30 Unit Per Tahun, Dilengkapi Dengan Infrastruktur Bangunan Yang Luas Dan Tim Engineering Yang Cakap.Produk-Produk Peralatan Jalan Produksi Pt. Bukaka Teknik Utama Unit Usaha Road Construction Equipment Telah Tersebar Diseluruh Indonesia Dengan Pelanggan Utamanya Adalah Departemen Pekerjaan Umum Dan Beberapa Perusahaan Swasta Nasional Yang Bergerak Di Bidang Konstruksi Jalan Raya..Untuk Meningkatkan Kinerja Produksi Untuk Menghasilkan Mutu Yang Memenuhi Persyaratan Pelanggan Dan Kepedulian Terhadap Lingkungan Serta Peningkatan Sumber Daya Manusia Sebagai Kunci Dari Aktifitas Produksi, Unit Usaha Road Construction Equipment Menetapkan Visi Dan Misi Sebagai Berikut :Visi : Menjadi Perusahaan Road Construction Equipment Yang Mampu Bersaing Di Pasar Internasional Dan Mengutamakan Keselamatan Dan Kesehatan Kerja.Misi : Memenuhi Kebutuhan Road Construction Equipment Secara Nasional Minimal 50% . Meningkatkan Hubungan Bisnis Yang Baik Dengan Pelanggan Dan Pemasok.Untuk Mencapai Visi Dan Misi Tersebut, Maka Perusahaan Menetapkan Kebijakan Sebagai Berikut :1. Memenuhi Persyaratan Pelanggan Untuk Peningkatan Kepuasan Pelanggan.
2. Memberikan Mutu Produk Terbaik Dan Harga Yang Kompetitif.
3. Melakukan Pencegahan Kecelakaan Kerja Dan Penyakit Akibat Kerja.
4. Memenuhi Dan Mematuhi Persyaratan Undang-Undang Dan Persyaratan Lain Terkait Dengan Mutu Produk Dan Keselamatan Dan Kesehatan Kerja.
5. Melakukan Perbaikan Terus Menerus Efektifitas System Manajemen Mutu Dan System Manajemen Keselamatan Dan Kesehatan Kerja. ","Jl. Raya Bekasi Narogong Km.19,5 Cileungsi Bogor, Jawa Barat, Bogor, Jawa Barat, Indonesia",
 PT  Liming Heavy Industry Science And Technology Co. Ltd,Tidak Ada,Peralatan Tambang (596),"  Profil Perusahaan  LIMING Heavy Industry Science and Technology Co. LTD adalah  perusahaan yang bergerak dalam produsen alat-alat berat. Adapun produk kami diantaranya adalah:
1. Mobile Crushers
2. Stationary Crushers
3. VSI Crushers
4. Grinding Mill
5. Mining Machine
6. Auxiliary Equipment ","Ruku Paramount Rodeo, Blok B No.2, JI. Boulevard Gading Golf, Gading Serpong, Tangerang, Kota Tangerang, Banten, Indonesia",
 PT. Mega Rantai Perkasa,Diamond Member,Suku Cadang Mesin (4439),"  Profil Perusahaan  PT.MEGA RANTAI PERKSA didirikan pada awal tahun 2003 di Pertokoan Glogok Jaya No.32, Jakarta. Pada awalnya, PT. Mega Rantai Perksa merupakan agen Rantai dan Chain Coupling merk NIKKEN® dari Jepang dan Conveyor Rubber Belt merk DODGE®. PT.Mega Rantai Perkasa juga menjadi distributor V-Belt merk BANROPE®, V-Belt dan Timing Belt merk OPTIBELT dan Conveyor Mechanical Fastener merk FLEXCO.Sejak saat itu, PT.Mega Rantai Perkasa dikenal sebagai perusahan yang bergerak di bidang produk-produk Power Transmission seperti Trasmission Roller Chain, Conveyor Chain, Sprocket, Pulley, V-Belt, Timing Pulley,Timing Belt,Flexible Coupling, Belt Mechanical Fastener, Flat Trasmission Belt, Rubber/PVC Conveyor Belt, dan Conveyor System.Walaupun terhitung perusahaan baru, kami telah mendapatkan kepercayaan para pelanggan. Maka, untuk memenuhi kebutuhan palanggan yang terus meningkat, pertengahan 2003 PT. Mega Rantai Perkasa membangun sebuah workshop conveyor dan kontruksi yang juga memproduksi carry roller.Kemudian, pada tahun 2005 PT.Mega Rantai Perkasa berkesempatan menjadi agen penjual produk-produk Gear Coupling, Flexible Flange Coupling dan Jaw Coupling merk NARA® menjadi agen Pulley merk Maxco®. Selain itu,pemegang merk IDD juga mempercayakan kami untuk menjadi distributor Flexible Flange Coupling serta menjadi distributor pulley merk NBK. Pada tahun yang sama, PT.Mega Rantai Perkasa mengimpor berbagai macam Flexible Coupling seperti Rubber Coupling merk Tire Flex dari Italia, SureFlex dan DuraFlex Coupling merk TB Woods, Elastomer Coupling merk Rex Omega Coupling, fluid Coupling merk Transfluid, Roller Chain dan Conveyor Chain merk Renold dan Ewart® serta TSUBAKI, SUGIYAMA.Untuk memenuhi kebutuhan pelanggan akan Sprocket dan gear yang terus bertambah, maka PT.Mega Rantai Perkasa pun mendirikan sebuah workshop yang memproduksi sprocket dan gear serta barang-barang hasil fabrikasi. ","Jl. Mangga Besar VIII ( tamansari X ) No.24, Jakarta Barat, DKI Jakarta, Indonesia",
 PT. Fuboru Indonesia,Diamond Member,Suku Cadang Mesin (4439),"  Profil Perusahaan  PT. Fuboru Indonesia didirikan di Surabaya, menghasilkan gasket otomatis. Dengan luas pabrik 9000 m2, Fuboru memiliki 400 + perkerja, dan kantor distribusi di 12 kota di seluruh Indonesia. ","Jl Raya Trosobo Kav.III-V, taman Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",+62 811-330-910
 UD. Universal Diesel,Gold Member,Suku Cadang Mesin (4439),"  Profil Perusahaan  Universal Diesel  Adalah Perusahaan Yang Bergerak Di Bidang Usaha Perdagangan, Importir Dan Stockist Spare Part  Mesin Genset Dan Keperluan Barang-Barang Teknik. Usaha Ini Di Back Up Oleh Beberapa Principle baik dari Amerika, Eropa , Jepang dan Korea. ","Jl. Krekot Jaya Molek Blok B5 No. 4, Jakarta Pusat, DKI Jakarta, Indonesia",+62 821-2592-8326
 PT MOV INDONESIA ABADI,Gold Member,Suku Cadang Mesin (4439),"  Profil Perusahaan  PT Mov Indonesia Abadi Sebagai Agen Di Indonesia Untuk Product
Electric Actuator Multiturn : Schiebel (Austria), MIA (China), Auma (German).
Actuator Quarter turn : Neumax (Holand), I Tork (Korea).
Knife Gate Valve : Ivaltec (France)
Butterfly Valve : Ivaltec (France) , Neu Flo (Holand)
Control Valve : Kfm (German)
Semua Product Kami Garansi 1 Tahun, 
Selain Kami Menjual Barang Unit Kami Juga Melayani Jasa Service Untuk Electric Actuator. ","Victoria Park Residence Blok E 1 No 8 Karawaci , Kota Tangerang, Banten, Indonesia",+62 812-9119-1059
 Mitra Glodok,Gold Member,Suku Cadang Mesin (4439),"  Profil Perusahaan  Mitra Glodok Perusahaan Yang Bergerak Di Bidang Oil & Gas, Menyediakan Kebutuhan Seperti Fitting Dan Produk Pendukung Migas Lainnya.
Brand Yang Kami Miliki Untuk Fitting Selain Swagelok Jakarta Indonesia Antara Lain
: Swagelok, Whitey, Cajon, Parker, Sandvik, Hi Lok, Oliver, Sakai, Unilok, S-Lok, Gyrolok, Pgi, Nupro, Letlok, Hamlet, Hoke, Baumer, Anderson Greenwood, Hylok, Magnum, Yone Gate Valve, Onda Gate Valve.
Brand Lain Yang Kami Sediakan Adalah Crosby Indonesia, Ridgid Indonesia, Band-It, Fmc Union Hammer, Ashcroft, Wika pressure gauge, Wire rope sling, Kawat sling Kiswire, Wire Sling Bluestrand, DSR Wire Sling, Usha Siam Wire Sling, Victaulic Coupling, Webbing sling.Flange, Valves, Fittings, 
MITRA GLODOKHARCO GLODOK LANTAI UG BLOK A NO.48 Jakarta Barat
Phone  : 021-22685272
Mobile : 0815 1743 3936 / 0812 8325 3259 (WA)
Email  : mitraglodok@yahoo.com (fast respond) Riska, Andre
Website : www.valveflangeglodok.com // www.mitraglodok.com
www.mitraglodok.web.indotrading.com ","HARCO GLODOK LT. UG BLOK A NO. 48, MANGGA BESAR, TAMAN SARI, JAKARTA BARAT, Jakarta Barat, DKI Jakarta, Indonesia",
 PT. Glori Karya Hidrolik,Gold Member,Suku Cadang Mesin (4439),"  Profil Perusahaan  Kami supplier, agen, bengkel hidrolik, hydraulic manufacturing, hydraulic mechanical and engineering di Jakarta Indonesia menjual suku cadang mesin hidrolik serta membuat dan merancang system hidrolik power unit / power pack, pompa piston, pompa gear, pompa vane hidrolik, valve hidrolik, pressure control valve, flow control valve, proportional electro hydraulic control, solenoid valve, modular valve, logic valve, cylinder / actuator, bladder accumulator, fan dan oil cooler, hidrolik filter, hidrolik motor, camlock coupling and hose clamp, mesin press hidrolik, mobile table lift, mobile scissor lift, aerial lift, dump lift, dock leveller, loading dock, portable lift, tail gate karoseri, wing box karoseri yang bisa disesuaikan dengan permintaan dan kebutuhan konsumen.Merk produk: Integral, Nucleo, Jaguar, Sigma, Yuken, Solari, Hydromax, Vicking, Hydrotechnic, Dutzhydraulic, Hydrocar, MS Hydraulic ","Jl. Jembatan merah 141 No 1C, Mangga Dua Selatan, Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",+62 838-9931-2333
 PT. Sarana Teknik Conveyor,Gold Member,Suku Cadang Mesin (4439),"  Profil Perusahaan  Pt. Sarana Teknik conveyor
tel 6519582 fax 65305868 ,...fax ..6400893
email : saranagroup@cbn.net.id.......saranateknik@cbn.net.idwebsite : www.sarana-teknik.comAdalah Perusahaan Yang Didirikan Sejak Oktober 1998. Perusahaan Yang menjual conveyor belt & part ,sbb:conveyor belt
conveyor chain
power lock / locking bush.
pulley martin - fenner
taper bushiing
vibrator motor
roller conveyor
drum pulleyBertahun-Tahun, Pt. Sarana Teknik Telah Didedikasikan Untuk Memecahkan Masalah-Masalah Industri Dan Kami Didukung Oleh Engineer Yang Sangat Ahli Melalui Penjualan Dan Perwakilan Layanan Pelanggan Yang Terlatih Memberikan Bantuan Teknis Kepada Pelanggan Kami, Perusahaan Kami Akan Selalu Berusaha Untuk Menjadi Ramah, Membantu, Berpengetahuan, Dan Efisien.Kembali Oleh Prinsipal Terkemuka Iso Dari Luar Negeri. Kami Telah Mempertahankan Tingkat Tertinggi Pengetahuan Tentang Semua Produk Kami.Pemimpin Dalam Hemat Energi Industri Motor Listrik Dan Drives Sejak Tahun 1920 . ","Kompleks Perkantoran Sunter Permai Blok B 11  Jl. Danau Sunter Utara Kav. K-2 Sunter Agung TEL 6519582. FAX 65305868EMAIL : SARANAGROUP@CBN.NET.ID, Jakarta Utara, DKI Jakarta, Indonesia",+62 815-1969-4035
 CV. Toya Arta Sejahtera,Gold Member,Tangki dan Reaktor Kimia (3545),"  Profil Perusahaan  TOYA ARTA SEJAHTERA
Water & Waste Water TreatMent spesialistDESKRIPSI PERUSAHAAN :Perusahaan Kami bergerak dalam bidang pembuatan fasilitas / unit Pengolahan Limbah cair dan padat. ( Water & Waste Water Treatment )perusahaan kami didukung oleh tenaga ahli dalam bidang pengolahan air limbah dan air bersih yang telah berpengalaman, serta teknisi yang telah menguasai bidang pekerjaankami menjamin kualitas serta kinerja yang baik untuk setiap pekerjaan / Project yang kami kerjakan.Sistem yang kami terapkan simpel , mudah dioperasikan, murah dalam perawatan dengan tingkat efektifitas dan keberhasilan yang optimal.Bidang usaha kami yaitu pembuatan instalasi atau unit yang berhubungan dengan air bersih WTP ) ataupun air limbah ( IPAL ) selain itu kami juga memproduksi Tangki storage air dari material Besi baja ( Mild Stell ) ataupun material FRP.Uraian Bidang pekerjaan :
1. Design Enginering IPAL. STP, WTP, WWTP , Tangki Air
2. Fabrikasi Tangki WTP, WWTP, STP, IPAL, Storage Tank, Roof Tank
3. Construction
4. Install unit IPAL , STP , WWTP,
5. ComissioningProduk Produk perusahaan kami :1. Pengolahan air limbah / Waste Water Treatment Plant
- IPAL / WWTP untuk Perumahan / Pemukiman
- IPAL / WWTP Hotel dan IPAL Apartemen
- IPAL / WWTP Rumah Potong Hewan / RPH
- IPAL / WWTP Puskesmas
- IPAL / WWTP untuk Industri kecil ataupun Besar
- IPAL / STP Pasar
- IPAL Pertambangan , Pengeboran minyak
- IPAL Laboratorium
- STP untuk Terminal
- STP untuk Stadion Olah raga2. Pengolahan Air Bersih / IPA / Water Treatment Plant
- IPA / Water Treatment Plant / WTP kap 5 liter per detik / 5 LPS
- IPA / Water Treatment Plant / WTP kap 10 liter per detik / 10 LPS
- IPA / Water Treatment Plant / WTP kap 20 Liter per detik / 20 LPS
- IPA / Water Treatment Plant / WTP untuk PDAM
- IPA / Water Treatment Plant / WTP untuk Perumahan
- IPA / Water Treatment Plant / WTP untuk Gedung atau perkantoran
- Filtering sistem untuk Kolam Renang3. Fabrikasi / Pembuatan Tangki Filter Air
- Sand Filter
- Carbon Filter
- Softener
- Demin Water4. Fabrikasi / Pembuatan Tangki Fiber Glass
- Panel Storage Tank
- Panel Tank
- Roof Tank
- Water Storage Tank Cilinder
- Chemical Tank
- Lamela Clarifier
- Tube Setler / Honey Comb5. Fabrikasi Tangki Besi Baja / Mild Stell
- Clarifier
- Static Mixer
- Water Storage TankDalam pelaksanaan pekerjaan kami memberikan beberapa alternatif pilihan sistem yang dipergunakan dalam proses pengolahan
- IPAL sistem Extended Aeration
- Squence Catch Reactor
- IPAL model Septic Tank ( Tangki Bulat Horizontal )
- UASB An aerobic Reactor
- Ipal sistem Oxidasi buble Filter
- An aerob, aerob, post Treatment
- Metode pengolahan limbah fisika kimiaPilihan material / Bahan yang dipergunakan pada unit IPAL
- Material Besi baja / Mild Stell FRP Lining
- Material FRP / Fiberglass
- Kombilasi mild stell dan FiberglassKami membuka kesempatan bagi mitra mitra baru / rekanan terutama rekanan rekanan dari daerah untuk bekerja sama dalam pemasaran produk produk kami.Dalam setiap pekerjaan kami selalu memberikan garansi serta after sales yang menarik serta Tecnical suport selalu kami berikan setiap waktuUntuk Informasi ataupun hal lain mengenai produk atau jasa dari perusahaan kami mohon menghubungi Tecnical suport atau marketing kami.email : toyaartasejahtera@ yahoo.co.id
web   : toyaartasejahtera.co.idToya Arta Sejahtera. 
Office : Green View Blok I No 2 Jl. KH. M Sanun Harapan Jaya cibinong Kab Bogor
Workshop : Jl. Industri Kp. Tonggoh RT.001 RW.001 Kel Gunung Sari Kab. Bogor, Jawa Barat Indonesiaemail : www.toyaartasejahtera.co.idKontak :
Nn. Anna Anna 
0812 837 565 27Tecnical Suport
Hendra Sulistyanto
0812 180 34 606 ","Jl. Industri Kp. Tonggoh RT.001 RW.001 Kel Gunung Sari Kab. Bogor, Jawa Barat Indonesia, Bogor, Jawa Barat, Indonesia",+62 812-1803-4606
 PT. Bioipal Multi Fresindo,Gold Member,Tangki dan Reaktor Kimia (3545),"  Profil Perusahaan  Pabrikan Produk Ramah Lingkungan Seperti : Septic Tank, Septic Tank Bio, Septic Tank Biotech, STP Biotech, IPAL Biotech, Toilet Portable, Tangki Fibreglass, Grease Trap ( Penjebak Lemak ), dan Biofilter Septic Tank.* Septic Tank Biotech Terbagi Menjadi Beberapa Type Yaitu : Septic Tank Biotech Bt Series, Septic Tank Biotech Rc Series, Septic Tank Biotech Rcx Series, Dan Septic Tank Biotech Rco Series ( STP/ Sewage Treatment Plant).* Type : BT SeriesSeptic Tank Biotech BT Series Biasa Digunakan Pada Rumah Tinggal / Perumahan Dengan Skala Pengolahan Keluarga / Rumah Tangga , Type Ini Kami Design Khusus Dengan Ukuran Yang Tidak Terlalu Besar Agar Memudahkan Proses Pemasangan,Septic Tank Biotech BT Series Terbagi Menjadi 4 Yaitu :- Septic Tank Biotech BT - 06 Dengan Kapasitas : 0.8 M3, Ukuran : Dia. 900 X T. 1150, Cocok Digunakan Keluarga Kecil 2 - 4 Orang,- Septic Tank Biotech BT - 08 Dengan Kapasitas : 1.2 M3, Ukuran : Dia. 1100 X T. 1350, Cocok Digunakan Keluarga Sedang 4 - 6 Orang,- Septic Tank Biotech BT - 12 Dengan Kapasitas : 1.8 M3, Ukuran : Dia. 1200 X T. 1600, Cocok Digunakan Keluarga Cukup Besar 6 - 8 Orang,- Septic Tank Biotech BT - 16 Dengan Kapasitas : 5 M3, Ukuran : Dia. 2050 X T. 2350, Cocok Digunakan Keluarga Besar 15 - 20 Orang,* Type RC SeriesSeptic Tank Biotech RC Series Biasanya Digunakan Untuk Skala Pengolahan Yang Lebih Besar, Yaitu Antara 10 - 20 Orang Dan Biasanya Produk Kami Ini Sangat Cocok Digunakan Unuk Ruko, Rukan, Kantor Kecil, Gudang, Dsb . Dengan Keunggulan Bentuk Oval Memudahkan Proses Penggalian Dan Penimbunan Dan Proses Pengolahan RCO Series Lebih Efektif.* Type RCX SeriesSeptic Tank Biotech RCX Series Lebih Cocok Digunakan Untuk Pabrik / Workshop, Karena Type Ini Mampu Mengolah Limbah Domestic Mulai 50 Sampai Dengan 500 Orang ,Dengan Hasil Buangan Air Limbah Sangat Baik Dan Layak Buang.* Type RCO Series ( STP)Septic Tank Biotech Type Besar / RCO Sangat Cocok Digunakan Untuk Gedung Atau Bangunan Dengan Limbah Domestic Yang Kompleks Atau Bermacam Macam, Seperti Hotel , Mall, Apartment, Rumah Sakit ( RS ). Limbah Dari Contoh Bangunan Ini Tentunya Bermacam Macam, Seperti Minyak , Air Bekas, Air Sabun, Air Bekas Operasi, Kimia Obat, dll. Septic Tank Biotech RCO Series Dilingkapi Dengan Blower Yang Akan Sangat Membantu Proses Penguraian Limbah Limbah Yang Kompleks Menjadi Limbah Yang Memiliki PH Tetap Sehingga Proses Pengolahan Limbah Menjadi Sangat Efektif. Blower Ini Kami Berikan Garansi 10 Tahun , Dengan Menggunakan Septic Tank Biotech Type RCO Series Kami Jamin Air Buangan STP Anda Menjadi Sangat Ramah Lingkungan.* Bubuk Bakteri Pengurai Tinja Adalah Salah Satu Terobosan Kami Dalam Mengolah Limbah Domestic ( Domestic Waste Water ), Bubuk Bakteri Ini Mampu Menjadi Bioenzym Atau Makanan Bagi Bakteri Pengurai Yang Ada Dalam Septic Tank Sehingga Septic Tank Kami Akan Dipenuhi Oleh Bakteri Pengurai Yang Mampu Mengolah Limbah Domestic Menjadi Air Layak Buang.* Toilet Portable Adalah Pengolahan Limbah Secara Temporary Berbentuk Seperti WC Umum, Produk Ini Biasa Digunakan Pada Acara Acara Tertentu Semisal Acara Pernikahan, Upacara Bendera, dll. Penggunaannya Yg Sangat Mudah Membuat Toilet Ini Kini Menjadi Trend Di Indonesia.* Tangki FRP Adalah Tangki Yang Terbuat Dari Bahan Dasar Fiberglass, Tangki Ini Sangat Kuat Dan Tahan Lama Serta Mudah Di Repair Apabila Ada Kebocoran Dilain Hari.* Grease Trap Adalah Penjebak Lemak Yg Biasa Digunakan Menjebak Lemak Dari Dapur, Biasa Digunakan Pada Food Court, Mall, Restaurant, dll. Grease Trap Kami Terbuat Dari Fiberglass Memudahkan Proses Pemasangan Irit Waktu Dan Tenaga. ","Komplek Daan Mogot Arcadia, Jl. Daan Mogot KM 21, Kota Tangerang, Banten, Indonesia",+62 813-1449-4199
 Rahma Mandiri Teknik,Gold Member,Tangki dan Reaktor Kimia (3545),"  Profil Perusahaan  Kami Bergerak Dalam Bidang Pendistribusian Barang-Barang Teknik Industri Dan Instalasi Sistem Perpompaan Antara Lain : Pembuatan pompa hydrant diesel, pompa hydrant electrik, jockey pump, pompa booster, Pompa transfer, pompa filter, pompa chiller, Pressure Tank ( Bejana Tekan ), Tangki solar, priming tank, tangki air panas ( hot water tank), sand filter tank dan carbon filtet tank. Dan Untuk Menunjang Memenuhi Kebutuhan Pasar, Kami Mensuplai Berbagai Jenis Pompa Dari Merk Terkenal Seperti : Ebara, grundfos, torishima.Dll. Dan Untuk Memenuhi Kebutuhan Berbagai Jenis Tangki, Kami Memproduksi Sendiri Dengan Kualitas Terjamin Dan Bergaransi. ","Kavling Dpr Blok c, No. 58 Pinang, Kota Tangerang, Banten, Indonesia",+62 878-5588-6086
 PT. Hana Kreasi Utama,Gold Member,Tangki dan Reaktor Kimia (3545),"  Profil Perusahaan  Nama Perusahaan : PT. Hana Kreasi Utama
Bidang Usaha : Supplier Pompa Hydrant (Diesel, Elektrik, Jocky, dll), Pompa Booster, Tangki-tangki (PressureTank, Membrane Tank, Tangki Solar), dan Sistem Pemasangan Pipa-pipa
Alamat : Jl. Tugu Karya III, No.A2, Cipondoh - Tangerang
Telepon: 021 - 554 6676
Email : hku.utama@gmail.comP. Hana Kreasi Utama (merupakan Perusahaan Swasta berskala nasional yang didirikan sejak tahun 2014, yang telah di sahkan secara Akta Notaris serta SK Kemenhum pada April 2017.
Berdasarkan keputusan tersebut, PT. Hana Kreasi Utama ditetapkan sebagai Perusahaan Persero.Contact Person Marketing (Telepon dan Whatsapp) :
Azis --> 0857 - 7357 8971
Okta --> 0822 - 1716 2359 ","Jalan Haji Bayar, kampung Gaga RT 006, RW 004, No 30 kelurahan semanan, Jakarta Barat, DKI Jakarta, Indonesia",+62 822-1716-2359
 PT. Adi Jaya Teknik,Gold Member,Tangki dan Reaktor Kimia (3545),"  Profil Perusahaan  Kami bergerak dalam bidang pendistribusian barang-barang teknik antara lain : pembuatan pressure tank ( bejana tekan), tangki solar, sand filter, carbon filter, tangki air panas, priming tank, pompa hydrant, pompa booster, pompa transfer, pompa chiller dll. Dan untuk menunjang kebutuhan pasar Kami mensuplai pompa berbagai merk terkenal seperti: Ebara, grundfos, torishima dll. Dan  untuk  memenuhi kebutuhan berbagai jenis tangki, Kami memproduksi sendiri yang dikerjakan oleh tenaga profesional bersertifikat  dengan kualitas terjamin dan bergaransi. ","Jl. Kresek Raya No. 110 Duri Kosambi, Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",+62 857-7018-9002
 PT. Indopasifik Cipta Mandiri,Gold Member,Tangki dan Reaktor Kimia (3545),"  Profil Perusahaan  Indopasifik Cipta Mandiri kami perusahaan yang bergerak dibidang general kontraktor dan supplier 
Lingkup pekerjaan kami meliputi :
Pekerjaan mechanical & electrical antara lain instalasi hydrant, instalasi air bersih & kotor, instalasi listrik, fire alarm, CCTV, genset,Panel Maker
Serta kami menjual :
pompa industri antara lain : pompa hydrant / fire hydrant pump, electric fire hydrant pump, diesel fire hydrant pump, jockey fire hydrant pump, pompa booster / booster pump, pompa transfer / transfer pump, pompa submersible / submersible pump, pompa deepwell / deepwell pump, pompa chiller / chiller pump, pompa solar / gear pump, pompa vacuum / vacuum pump. Merk ebara, torishima, grundfos, cnp
tangki industri antara lain : tangki solar / fuel oil tank, tangki pressure / pressure tank, tangki penampungan air / water storage tank, tangki mixer / mixer tank, tangki air panas / hot water tank, tangki silo / silo tank, tangki stainless steel / stainless steel tank
Equipment hydrant antara lain : hydrant pillar, hydrant box outdoor, hydrant box indoor, seammese connection, sprinkler
valve antara lain : gate valve, check valve, y-strainer, flexible joint, butterfly valve, globe valve, foot valve, merk kitz, toyo, onda
interior furniture antara lain :  wardrobe, cabinet, kitchen set, bahan plywood, mdf, alcubond finished HPL, Glass Stone ","Desa Semanan Rt.010/01 Semanan, Kalideres, Jakarta Barat, DKI Jakarta 11850, Jakarta Barat, DKI Jakarta, Indonesia",+62 822-9888-8397
 CV. Pto Indonesia,Gold Member,Tangki dan Reaktor Kimia (3545),"  Profil Perusahaan  CV. PTO INDONESIA adalah Perusahaan Perdagangan Umum yang bergerak di bidang Pompa Industri, Fire Hydrant System, dan Berbagai Macam Kebutuhan Mechanichal Lainnya.
Kami bertempatkan di Ruko Green Leaf Residence No. 17, Mekarsari, Rajeg, Tangerang, Banten. 15540.CV. PTO INDONESIA menyediakan produk - produk untuk kebutuhan pembangunan gedung - gedung baru maupun penggantian pompa, berbagai produk alat pemadaman api, dan Kebutuhan Mechanical Lainnya. Dengan semangat selalu meningkatkan mutu produk dan pelayanan terhadap customer kami, maka CV. PTO INDONESIA akan selalu berpartisipasi dalam memecahkan masalah dengan solusi yang terbaik dan cepat.Visi :
Menjadi Supplier Kebutuhan Mechanical yang Handal dan BerkualitasMisi :
Memberikan Pelayanan Sepenuh Hati, Cepat Tanggap, Komunikasi Berkesinambungan, dan Barang-barang yang berkualitas.WWW.CVPTOINDONESIA.COM ","Ruko Green Leaf Residence No. 17, Mekarsari, Rajeg, Tangerang, Banten. 15540, Kab. Tangerang, Banten, Indonesia",+62 813-1480-1100
